Devices,,,,,,,,,,,,,,,,,
2000,,,,,,,,,,,,,,,,,
,,EMG_cometa - EMG Channels,,,,,,,,,,,,,,,
Frame,Sub Frame,EMG01_FDS_right,EMG02_FDS_left,EMG03_biceps_brachii_right,EMG04_biceps_brachii_left,EMG05_trapezius_trans_right,EMG06_trapezius_trans_left,EMG07,EMG08,EMG09,EMG10,EMG11,EMG12,EMG13,EMG14,EMG15,EMG16
,,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
1061,4,-16.0008,-13.7713,4.84389,1.13542,5.81939,2.57494,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1061,5,-10.5456,-12.5272,0.441485,2.47529,-0.114289,5.35037,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1061,6,-17.5089,-9.05882,2.9897,4.18585,2.5708,5.16021,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1061,7,-18.0398,-6.39447,4.0117,0.29756,-4.98293,-2.22829,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1061,8,-25.3842,-10.1759,8.26242,-3.4435,0.470244,-4.72872,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1061,9,-19.767,-11.6215,10.0187,-0.711794,-5.69766,1.17775,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1062,0,-16.8973,-7.27786,6.71183,0.592768,-5.19482,2.51261,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1062,1,-14.5871,-7.16272,1.07511,1.1109,-4.46732,-2.41973,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1062,2,-20.6755,-7.20409,0.43396,-1.19695,-5.82299,-1.41262,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1062,3,-22.9578,0.401215,-0.996812,-4.21803,-2.27989,-4.75724,-3299.9,2828.16,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1062,4,-21.9246,2.89742,-1.77147,-4.54782,0.0640215,-4.70778,-3299.9,-533.075,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1062,5,-24.1676,-0.888961,-1.23988,-1.20652,-4.707,0.136362,-3299.9,-3273.34,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1062,6,-26.3973,-4.51813,-3.4022,-2.29612,-8.56747,-0.551524,-3299.9,-3259.18,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1062,7,-25.2574,-9.27217,-3.88397,-6.66306,-6.32433,-1.94302,-3299.9,-3244.75,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1062,8,-19.9232,-9.76476,-0.767446,-2.38601,-4.44985,-1.88752,-3299.9,-3226.55,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1062,9,-11.6956,-7.45871,-1.13544,2.33202,-3.93524,-5.16554,-3299.9,-3203.01,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1063,0,-4.92027,-12.1462,-1.09526,1.49038,0.166245,-2.2257,-3299.9,-3189.71,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1063,1,-1.39304,-6.1799,-1.8694,1.021,-0.266838,-1.64881,-3299.9,-3175.53,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1063,2,-3.5582,-0.66336,-6.44164,-4.35654,-0.745326,0.861125,-3299.9,-3162.69,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1063,3,4.77522,5.00254,-0.864316,-5.77378,-5.24445,9.23271,-3299.9,-3148.06,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1063,4,15.0009,-6.55325,-10.1004,-3.82097,-5.24802,3.94867,-3299.9,-3135.77,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1063,5,11.1727,-10.4771,-7.51641,-7.26633,-1.99406,4.71431,-3299.9,-3122.09,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1063,6,10.2379,-10.2943,-5.95905,-2.405,-5.74013,-10.2001,-3299.9,-3108.77,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1063,7,8.58157,-2.67583,-2.48452,-1.21919,-3.12759,-10.6734,-3299.9,-3096.09,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1063,8,7.94213,-5.52768,-5.2639,-2.10771,-1.46922,-19.4903,-3299.9,-3083.46,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1063,9,9.50001,0.156211,-3.59208,-1.45473,-0.660235,-17.9822,-3299.9,-3070.51,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1064,0,5.8642,7.80641,-3.50709,-3.04149,4.40887,-19.4392,-3299.9,-3056.98,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1064,1,4.39876,9.97009,-3.86283,-2.76977,-0.792661,-15.6975,-3299.9,-3044.59,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1064,2,5.50747,7.56421,-4.05424,-1.93641,-5.71184,-14.5712,-3299.9,-3031.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1064,3,3.22773,2.46972,-3.07946,-2.35344,-7.98784,-13.9241,-3299.9,-3018.73,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1064,4,3.77307,2.30395,-1.57001,-1.38057,-6.08451,-12.0318,-3299.9,-2441.02,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1064,5,6.14319,1.34392,-1.00298,-1.35656,-6.13309,-9.43971,-3299.9,577.049,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1064,6,5.32052,1.34902,-3.18612,-3.93148,-6.10531,-6.73043,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1064,7,4.26803,2.80157,-4.83121,-5.42406,-3.84809,-5.90771,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1064,8,2.16603,-2.84906,-0.92342,-5.6697,-4.04699,-1.15,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1064,9,-2.21558,-2.82353,1.99281,-5.83828,2.04804,12.6781,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1065,0,-2.28549,1.07209,-2.15571,-1.6977,3.59619,21.4051,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1065,1,-3.04848,3.02193,-4.04688,4.99923,-3.03061,21.7257,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1065,2,-5.45153,-4.775,-0.917841,0.355321,-0.419987,18.6045,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1065,3,-5.19882,-7.99375,2.38265,1.10315,1.99043,13.1167,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1065,4,-1.35394,-4.07905,2.88491,5.65417,0.574618,5.16692,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1065,5,0.273032,-8.48146,-4.00582,9.00383,-0.286722,-5.64769,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1065,6,-5.33747,-8.93615,-1.30923,7.46584,2.1417,-12.4206,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1065,7,-2.53673,-13.1455,-4.22243,8.33057,1.78235,-14.9374,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1065,8,-8.83377,-4.28983,0.658564,8.20751,-4.25099,-19.4062,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1065,9,-5.82746,-8.97256,-4.36963,5.07702,-1.56808,-21.9799,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1066,0,-0.563711,-8.26046,-5.15473,4.15576,-5.31219,-21.4222,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1066,1,-3.9909,-8.04144,-2.28188,-2.76854,-7.60137,-19.8754,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1066,2,-7.26745,-7.71904,0.619462,-5.17411,-2.22567,-16.2013,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1066,3,-5.43751,-7.46962,2.20102,-7.20996,0.181518,-12.0425,-3299.9,2801.28,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1066,4,-2.75482,-7.76896,5.91029,-7.39802,-1.75196,-7.29691,-3299.9,-621.345,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1066,5,-2.94165,-9.42478,8.41886,-8.78434,-4.19354,-2.72306,-3299.9,-3272.57,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1066,6,-4.90749,-12.252,8.27643,-9.22047,-3.25311,-0.880789,-3299.9,-3258.12,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1066,7,-5.92562,-14.7547,6.33976,-4.52325,-1.58763,4.73542,-3299.9,-3244.57,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1066,8,-5.40076,-15.6718,1.32562,-5.23911,-3.2859,9.00642,-3299.9,-3225.83,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1066,9,-3.86414,-12.9789,-1.66927,-10.8585,-3.05298,-0.48698,-3299.9,-3201.62,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1067,0,-1.54426,-7.86028,-2.45987,-8.63252,-3.36206,-0.225167,-3299.9,-3188.11,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1067,1,-1.82254,-6.07452,-4.56979,-5.71551,-1.02016,-0.908345,-3299.9,-3174.76,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1067,2,-5.25376,-7.30289,-4.87288,-5.73534,-1.8038,3.89874,-3299.9,-3161.27,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1067,3,-4.29437,-11.1292,-5.5433,-3.47757,-4.27041,7.77075,-3299.9,-3147.81,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1067,4,0.347706,-8.44947,-3.61176,-0.108843,-10.8093,17.5295,-3299.9,-3134.68,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1067,5,3.88877,-5.76975,-5.71726,-5.18118,-9.18227,24.9944,-3299.9,-3121.09,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1067,6,-6.86303,-2.52209,-1.38624,-9.96956,-1.59205,26.7801,-3299.9,-3108.54,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1067,7,-6.83589,4.85582,-4.51454,-2.47255,-4.87314,23.303,-3299.9,-3095.74,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1067,8,-3.53082,6.92543,-2.22596,0.690223,-1.52837,17.3586,-3299.9,-3081.89,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1067,9,-6.1063,21.1677,-0.039506,0.390989,-1.92068,6.99632,-3299.9,-3069.83,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1068,0,-8.96415,25.9945,-0.492858,-1.06748,-1.54381,-7.85851,-3299.9,-3056.66,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1068,1,-10.0858,23.6,-1.85022,-0.257149,0.988827,-24.5115,-3299.9,-3043.49,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1068,2,-6.45882,20.806,-1.21751,-2.08933,0.204414,-34.0829,-3299.9,-3030.74,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1068,3,-4.92675,23.995,-3.94354,-6.34596,-2.29642,-39.0986,-3299.9,-3018.16,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1068,4,-5.22827,22.9645,-0.617336,-6.17369,0.828273,-40.9335,-3299.9,-2233.37,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1068,5,-6.02933,14.5779,2.93807,-6.61312,2.49438,-33.9898,-3299.9,826.584,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1068,6,-4.85172,7.16801,2.73829,-11.7294,-1.7606,-21.8916,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1068,7,-1.10632,-1.52943,2.72098,-13.0676,-4.69366,-13.6685,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1068,8,-0.538234,-15.2733,-1.75311,-10.1841,-3.69781,-5.86277,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1068,9,-1.71162,-23.5479,-6.20825,-10.7697,-1.61713,1.04168,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1069,0,1.22216,-20.2588,-5.02393,-9.63187,-1.20192,-4.03709,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1069,1,1.79931,-9.99591,-3.51445,-8.39957,-1.85974,-1.72081,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1069,2,-1.26188,-6.05875,-4.75594,-10.8666,-0.893394,1.60622,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1069,3,5.22154,-6.65125,-3.07556,-7.77036,-1.15984,-5.90443,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1069,4,2.32171,-5.81419,-8.38645,-12.3062,0.922383,-9.16741,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1069,5,4.52292,-7.34546,-8.96068,-4.36271,-5.0113,-5.05212,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1069,6,-7.09666,-8.11421,-7.53328,-5.8555,0.683544,-9.41992,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1069,7,-4.14203,-5.08673,-4.92365,-7.11583,0.736143,-16.8026,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1069,8,-7.73571,-6.09822,-3.86479,-11.0899,3.77607,-16.003,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1069,9,-5.24726,-1.12476,-3.7262,-7.76758,-3.13794,-16.915,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1070,0,-5.86189,-10.2655,-4.32861,-3.58476,-6.91794,-17.447,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1070,1,-3.67327,-14.0079,-1.29814,-2.3771,-3.5461,-14.9222,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1070,2,-3.36653,-8.41848,-2.77226,-1.14098,-2.00863,-11.7076,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1070,3,-6.29885,-5.81985,-6.74209,-0.50354,-0.667878,-11.117,-3299.9,2853.58,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1070,4,-7.51363,-6.58549,-7.47416,-1.05642,0.4127,-18.6681,-3299.9,-649.3,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1070,5,-6.74799,-7.60255,-4.33379,-1.10835,0.402972,-21.5054,-3299.9,-3273.88,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1070,6,-10.5557,-6.67323,-4.8567,0.472343,-0.965737,-17.9768,-3299.9,-3259.58,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1070,7,-16.0327,-3.40413,-6.24422,1.59123,-2.71909,-15.2072,-3299.9,-3245.28,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1070,8,-15.246,-2.927,-6.02527,0.331603,-2.10393,-5.32125,-3299.9,-3226.36,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1070,9,-10.2553,-4.46812,-11.3588,-0.683709,-1.64478,5.87882,-3299.9,-3203.41,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1071,0,-4.15432,-1.10601,-9.589,-0.405936,-3.06516,3.92894,-3299.9,-3189.94,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1071,1,-3.94576,-0.91351,-8.20434,-1.80775,1.22807,4.97598,-3299.9,-3176.17,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1071,2,-2.6823,-4.53739,-11.5717,1.77112,0.203452,4.63737,-3299.9,-3162.12,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1071,3,-2.22177,-4.11482,-8.41212,5.05585,-3.62342,0.141868,-3299.9,-3148.35,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1071,4,-4.72374,-20.0457,-1.17007,-3.39871,-2.85624,4.73429,-3299.9,-3136.24,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1071,5,-0.896909,-21.9857,-5.94123,0.70766,-5.33563,1.10941,-3299.9,-3123.22,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1071,6,2.45275,-33.0874,-5.74982,1.6647,-4.6657,1.68364,-3299.9,-3109.44,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1071,7,3.16424,-34.9101,0.263754,2.80369,-1.72148,4.62312,-3299.9,-3096.57,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1071,8,3.73846,-28.169,-4.2517,6.87505,-3.30121,1.15211,-3299.9,-3082.62,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1071,9,4.39365,-22.3748,1.01718,0.671129,-5.24478,4.63272,-3299.9,-3069.77,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1072,0,9.6972,-13.0456,1.98597,0.208294,0.0574174,-4.99487,-3299.9,-3057.52,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1072,1,5.70341,-8.31516,6.99263,-3.22745,-1.20867,-4.27299,-3299.9,-3044.3,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1072,2,2.66383,-13.5861,9.16443,-7.67,-0.275269,-7.85996,-3299.9,-3031.5,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1072,3,3.41339,-19.1953,8.18922,-8.61588,-1.34879,-7.44468,-3299.9,-3018.81,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1072,4,2.28278,-26.8441,9.3434,-3.83825,0.257254,-2.26045,-3299.9,-2475.78,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1072,5,1.46793,-31.723,7.36255,-3.71533,1.90402,-1.42877,-3299.9,658.392,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1072,6,1.19607,-30.8042,4.71742,-8.97904,-1.8783,-5.96139,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1072,7,-2.76484,-24.5918,3.16463,-8.20907,-4.45576,-7.91097,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1072,8,-5.43935,-16.2937,0.272923,-4.51689,-3.77599,-6.82568,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1072,9,-3.46193,-14.7731,1.61871,-5.94177,-3.65048,-7.63213,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1073,0,-4.85069,-12.7054,0.62972,-5.94177,-1.02864,-3.80226,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1073,1,-4.30059,-6.02733,-4.89993,-5.94177,-2.34703,-1.70312,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1073,2,-5.84761,-2.61334,-8.05812,-5.94177,-0.176819,-2.2141,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1073,3,-8.19927,-1.67831,-10.5794,-5.94177,-4.17733,0.646171,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1073,4,-5.6818,11.3225,-5.01198,-5.94177,-3.05106,-3.09946,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1073,5,-12.8308,29.8613,-7.80595,-5.94177,-5.15191,-15.6497,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1073,6,-17.0418,45.5569,-2.73361,-5.94177,-6.77889,-19.765,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1073,7,-9.06594,47.5994,-4.80847,-5.94177,-2.72476,-19.2071,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1073,8,-4.18658,38.2932,-9.54001,-5.94177,-2.92267,-29.5298,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1073,9,-5.89187,22.2294,-10.1906,-5.94177,-4.89858,-41.7489,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1074,0,-5.14277,7.03289,-3.58218,-5.94177,0.102507,-55.8571,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1074,1,-3.22933,1.89103,-3.08619,-5.94177,0.380411,-61.6669,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1074,2,0.91209,-4.88582,-3.99265,-5.94177,-1.86675,-57.0774,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1074,3,1.67175,-15.8195,-1.78786,-2.49163,1.84,-48.9832,-3299.9,2898.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1074,4,2.64866,-22.6139,4.67922,2.30176,1.33691,-38.9412,-3299.9,-686.215,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1074,5,1.91511,-23.9144,6.9089,1.5955,-2.03164,-30.2798,-3299.9,-3272.65,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1074,6,0.652388,-22.6021,4.91813,-2.35846,-3.4647,-21.6308,-3299.9,-3258.17,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1074,7,-0.545084,-21.7901,7.59242,-3.96921,-3.7897,-9.50174,-3299.9,-3244.47,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1074,8,-1.31031,-20.4357,7.80265,-3.55251,-4.92449,6.57841,-3299.9,-3225.01,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1074,9,-0.977323,-16.2117,0.523414,-2.02363,-5.76064,22.0325,-3299.9,-3202.18,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1075,0,-9.63232,-15.4255,1.45944,-2.04688,-1.57937,28.9134,-3299.9,-3188.55,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1075,1,-13.8468,-15.6665,3.82101,-5.24271,-4.55275,37.746,-3299.9,-3174.26,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
1075,2,-11.837,-11.8158,6.87569,-0.893051,-2.11815,43.4648,-3299.9,-3161.27,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
